YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
2019 03 23 20 50 295 12.8 15.4  1.49 12.12  4.29 111 1004.2   5.5   4.1  -1.6 99.0 99.00
2019 03 23 21 50 297 11.9 14.2  1.41  4.55  4.34 308 1005.8   6.1   4.0  -1.9 99.0 99.00
2019 03 23 22 50 299 12.1 15.0  1.40  4.55  4.25 309 1007.1   5.9   4.0  -2.2 99.0 99.00
2019 03 23 23 50 303 11.1 13.5  1.29  4.35  4.24 322 1009.0   5.6   4.0  -3.4 99.0 99.00
2019 03 24 00 50 297 11.9 15.1  1.23  4.35  4.13 327 1010.6   5.1   4.0  -4.8 99.0 99.00
2019 03 24 01 50 299 12.9 15.9  1.23  4.35  4.20 313 1011.7   4.4   4.0  -6.2 99.0 99.00
2019 03 24 02 50 292 11.9 15.3  1.35  4.76  4.21 307 1012.4   3.8   4.0  -6.4 99.0 99.00
2019 03 24 03 50 277 10.9 13.4  1.24  4.55  4.00 318 1012.9   3.1   4.0  -5.2 99.0 99.00
2019 03 24 04 50 290 10.1 12.0  1.19  4.17  3.96 308 1014.2   2.5   3.9  -6.5 99.0 99.00
2019 03 24 05 50 273  9.8 11.6  1.10  4.17  3.98 302 1014.7   2.3   3.9  -6.5 99.0 99.00
2019 03 24 06 50 270 10.5 12.3  0.93  4.00  3.69 289 1015.0   2.0   3.9  -7.1 99.0 99.00
2019 03 24 07 50 272  9.5 11.0  0.87  3.70  3.68 290 1015.2   2.0   3.9  -7.2 99.0 99.00
2019 03 24 08 50 266  8.7 10.3  0.81 12.12  3.66  82 1015.8   2.0   3.9  -8.0 99.0 99.00
2019 03 24 09 50 260  8.3 10.0  0.74 11.43  3.60  61 1016.5   1.9   3.9  -6.6 99.0 99.00
2019 03 24 10 50 256  8.3 10.0  0.68 10.81  3.69  85 1017.0   1.9   3.9  -6.4 99.0 99.00
2019 03 24 11 50 236  7.0  8.2  0.65 11.43  3.62 108 1017.8   1.8   3.9  -6.1 99.0 99.00
2019 03 24 12 50 235  6.6  7.7  0.60 10.00  4.10  71 1017.7   2.1   3.9  -5.7 99.0 99.00
2019 03 24 13 50 236  7.1  8.3  0.57 10.00  3.90  69 1017.6   2.8   3.9  -5.0 99.0 99.00
2019 03 24 14 50 225  4.8  5.9  0.54 12.12  3.78  76 1017.5   4.3   4.0  -2.9 99.0 99.00
2019 03 24 15 50 244  4.3  5.0  0.44 11.43  3.36 119 1016.6   5.1   4.1  -1.4 99.0 99.00
2019 03 24 16 50 224  3.3  3.8  0.38 12.12  3.84 116 1015.5   6.0   4.2  -0.8 99.0 99.00
2019 03 24 17 50 226  4.9  7.1  0.36 11.43  3.91  37 1014.7   7.7   4.4  -1.8 99.0 99.00
2019 03 24 18 50 242  5.3  6.0  0.33 11.43  3.91  17 1013.5   7.9   4.5  -1.2 99.0 99.00
2019 03 24 19 50 229  4.2  4.9  0.35 11.43  3.51 124 1012.8   8.2   4.6  -0.6 99.0 99.00
2019 03 24 20 50 216  4.9  5.8  0.31 11.43  3.60  84 1012.6   8.5   4.6  -1.2 99.0 99.00
2019 03 24 21 50 206  6.0  6.8  0.40 11.43  3.20  31 1012.4   8.8   4.5  -1.9 99.0 99.00
2019 03 24 22 50 196  7.4  8.5  0.57  2.94  3.15 211 1012.7   7.3   4.5  -0.5 99.0 99.00
2019 03 24 23 50 195  5.7  6.4  0.64  4.00  3.58 139 1013.6   7.3   4.4  -0.5 99.0 99.00
2019 03 25 00 50 215  4.7  5.4  0.54 10.81  3.56 110 1014.1   7.2   4.4  -0.5 99.0 99.00
2019 03 25 01 50 228  4.0  4.3  0.47 11.43  3.78 282 1014.3   7.3   4.4  -1.0 99.0 99.00
2019 03 25 02 50 243  3.8  4.8  0.44 10.81  3.54 126 1014.1   6.8   4.3  -0.1 99.0 99.00
2019 03 25 03 50 238  5.7  6.6  0.44  2.94  3.34 229 1014.1   7.0   4.3  -0.7 99.0 99.00
2019 03 25 04 50 265  4.8  5.5  0.40  2.74  3.21 254 1014.4   6.6   4.3  -0.2 99.0 99.00
2019 03 25 05 50 247  3.0  3.3  0.36 11.43  3.32  87 1014.2   5.9   4.3   0.3 99.0 99.00
2019 03 25 06 50 224  3.6  4.1  0.29 10.81  3.35 147 1014.0   5.9   4.2  -0.2 99.0 99.00
2019 03 25 07 50 217  5.1  5.8  0.26 10.81  4.15 122 1013.9   6.2   4.2  -1.4 99.0 99.00
2019 03 25 08 50 236  5.6  6.2  0.21 99.00  4.56 999 1014.0   6.4   4.2  -1.0 99.0 99.00
2019 03 25 09 50 238  3.8  4.4  0.23 99.00  3.75 999 1014.3   6.1   4.2  -0.5 99.0 99.00
2019 03 25 10 50 271  3.4  6.4  0.25 99.00  4.29 999 1015.3   5.4   4.1   0.5 99.0 99.00
2019 03 25 11 50 346  7.2  8.5  0.27 10.81  3.17 353 1016.4   4.4   4.1  -0.3 99.0 99.00
2019 03 25 12 50 343  8.4  9.7  0.46  2.86  3.06 351 1017.2   4.0   4.1  -2.6 99.0 99.00
2019 03 25 13 50 354  7.2  8.6  0.61  3.45  3.25 352 1018.2   3.7   4.1  -5.2 99.0 99.00
2019 03 25 14 50 348  6.1  7.1  0.68  3.45  3.34 350 1018.7   3.3   4.1  -8.7 99.0 99.00
2019 03 25 15 50 333  2.7  3.2  0.60  3.57  3.44  13 1018.7   3.4   4.1 -10.9 99.0 99.00
2019 03 25 16 50 359  1.4  1.8  0.52  3.13  3.42 357 1018.5   3.8   4.3 -12.0 99.0 99.00
2019 03 25 17 50  79  2.6  3.1  0.52  3.70  3.63  30 1018.1   3.1   4.6  -8.7 99.0 99.00
2019 03 25 18 50  83  5.1  5.6  0.57  5.00  3.95  28 1017.1   3.0   4.7  -7.9 99.0 99.00
2019 03 25 19 50  87  5.2  5.8  0.50  4.55  3.81  25 1016.3   3.4   4.7  -8.2 99.0 99.00
2019 03 25 20 50 118  3.6  4.3  0.48  5.00  3.82  27 1016.4   3.6   4.7  -7.4 99.0 99.00
2019 03 25 21 50 130  5.5  6.1  0.40  4.76  3.72  26 1016.6   3.3   4.6  -5.2 99.0 99.00
2019 03 25 22 50 138  5.3  6.2  0.39 12.12  3.44 340 1017.2   3.5   4.5  -4.8 99.0 99.00
2019 03 25 23 50 125  4.3  5.0  0.37 11.43  3.50 308 1017.4   3.6   4.4  -5.0 99.0 99.00
2019 03 26 00 50 140  4.0  5.0  0.35 10.00  3.63  78 1018.3   3.6   4.3  -3.3 99.0 99.00
2019 03 26 01 50 137  2.8  3.6  0.35 10.00  3.99  63 1018.7   3.7   4.3  -4.7 99.0 99.00
2019 03 26 02 50 165  4.4  4.9  0.33 11.43  4.58 267 1018.9   3.6   4.3  -1.7 99.0 99.00
2019 03 26 03 50 174  3.7  4.3  0.35 12.12  4.54 224 1019.0   3.5   4.3  -1.1 99.0 99.00
2019 03 26 04 50 173  1.7  2.1  0.31 12.12  4.36 284 1019.0   3.1   4.3  -1.8 99.0 99.00
2019 03 26 05 50  13  2.0  3.2  0.32 12.12  4.30 157 1019.7   3.1   4.2  -0.7 99.0 99.00
2019 03 26 06 50  27  3.9  4.7  0.31 10.81  4.10 145 1020.1   3.3   4.2  -0.9 99.0 99.00
2019 03 26 07 50   8  7.1  8.3  0.31 12.12  3.99  90 1020.1   2.6   4.2  -3.9 99.0 99.00
2019 03 26 08 50  34  7.9  9.5  0.52  2.74  3.09  23 1020.4   2.6   4.1  -6.2 99.0 99.00
2019 03 26 09 50  23  5.9  7.5  0.55  2.86  3.09  14 1021.4   2.5   4.1  -8.3 99.0 99.00
2019 03 26 10 50 349  7.0  8.4  0.47  3.33  3.04  44 1022.1   2.0   4.1 -12.7 99.0 99.00
2019 03 26 11 50 351  7.8  8.9  0.58 10.81  3.26  75 1022.7   1.5   4.0 -10.9 99.0 99.00
2019 03 26 12 50 350  7.3  8.3  0.71  3.13  3.45   1 1023.6   1.3   4.0 -10.5 99.0 99.00
2019 03 26 13 50 354  7.7  9.3  0.66  3.23  3.32   8 1023.9   1.6   4.1 -10.2 99.0 99.00
2019 03 26 14 50   6  7.4  9.3  0.74  3.23  3.42  14 1024.6   1.5   4.1  -9.1 99.0 99.00
2019 03 26 15 50  17  8.0  9.1  0.87  4.17  3.57  34 1024.6   1.1   4.2  -9.7 99.0 99.00
2019 03 26 16 50  36  6.5  7.8  0.82  4.17  3.64  39 1024.5   1.1   4.2 -10.5 99.0 99.00
2019 03 26 17 50  56  4.4  6.0  0.76  4.55  3.85  54 1024.4   1.2   4.2 -11.0 99.0 99.00
2019 03 26 18 50  68  2.6  3.3  0.66  5.00  3.91  51 1023.9   1.4   4.3 -12.2 99.0 99.00
2019 03 26 19 50  85  1.6  2.7  0.61  5.00  4.10  44 1023.6   1.8   4.4 -11.7 99.0 99.00
2019 03 26 20 50  68  1.6  2.4  0.61  5.00  4.16  40 1023.6   2.1   4.5 -11.1 99.0 99.00
2019 03 26 21 50  67  1.9  3.0  0.56  4.76  4.27  27 1024.0   2.3   4.5 -10.6 99.0 99.00
2019 03 26 22 50  42  1.1  1.6  0.51  5.00  4.27  51 1024.6   2.1   4.4 -10.5 99.0 99.00
2019 03 26 23 50  56  0.3  0.8  0.46  4.76  4.26  52 1025.5   1.8   4.3  -9.2 99.0 99.00
2019 03 27 00 50 289  1.9  2.7  0.42  5.00  4.11  69 1026.2   2.1   4.3  -8.9 99.0 99.00
2019 03 27 01 50 326  9.1 11.3  0.37 10.00  4.14 206 1026.5   3.5   4.3  -9.9 99.0 99.00
2019 03 27 02 50 334  8.9 11.0  0.55  3.03  3.11 341 1027.1   3.1   4.3 -10.7 99.0 99.00
2019 03 27 03 50 346  9.5 11.4  0.69  3.13  3.15 347 1027.5   2.5   4.3 -10.4 99.0 99.00
2019 03 27 04 50   4  9.7 11.5  0.84  3.33  3.28 352 1028.1   2.2   4.2  -9.1 99.0 99.00
2019 03 27 05 50  17 10.3 12.3  0.95  3.85  3.53  29 1028.6   2.0   4.2  -9.1 99.0 99.00
2019 03 27 06 50  23 11.0 13.3  1.12  4.55  3.77  31 1029.0   1.7   4.2 -10.9 99.0 99.00
2019 03 27 07 50  15  9.9 11.5  1.11  5.00  3.97  21 1029.4   1.4   4.1 -10.6 99.0 99.00
2019 03 27 08 50  21  8.9 10.4  1.08  5.00  3.91  37 1030.0   1.2   4.1 -10.5 99.0 99.00
2019 03 27 09 50   8  6.7  8.6  1.13  5.56  4.27  33 1031.0   1.1   4.1  -9.1 99.0 99.00
2019 03 27 10 50 346  5.6  6.9  1.00  5.88  4.11  44 1031.9   0.4   4.1  -8.0 99.0 99.00
2019 03 27 11 50 351  5.7  6.7  0.87  5.88  4.04  48 1032.8   0.4   4.1  -7.9 99.0 99.00
2019 03 27 12 50 354  5.7  7.0  0.80  5.26  3.97  46 1033.5   0.7   4.0  -7.2 99.0 99.00
2019 03 27 13 50  29  5.7  7.6  0.81  6.25  3.93  70 1034.3   1.4   4.1  -9.3 99.0 99.00
2019 03 27 14 50  34  4.9  5.8  0.78  5.88  4.08  74 1034.8   1.5   4.2  -9.0 99.0 99.00
2019 03 27 15 50  32  3.5  4.6  0.77  5.26  4.32  62 1034.9   1.5   4.2  -9.1 99.0 99.00
2019 03 27 16 50  53  1.3  3.7  0.87  5.88  4.57  66 1034.8   1.7   4.4 -10.3 99.0 99.00
2019 03 27 17 50  56  1.9  2.9  0.77  5.26  4.35  59 1034.4   1.7   4.6 -10.8 99.0 99.00
2019 03 27 18 50 103  1.1  2.0  0.82  5.56  4.51  59 1033.8   2.0   4.8 -10.2 99.0 99.00
2019 03 27 19 50 118  2.0  2.8  0.76  5.56  4.49  54 1033.6   1.9   5.0 -10.0 99.0 99.00
2019 03 27 20 50 127  3.3  4.1  0.68  5.00  4.36  48 1033.0   2.0   4.8  -8.9 99.0 99.00
2019 03 27 21 50 133  5.9  6.9  0.70  5.56  4.47  46 1032.5   2.0   4.7  -8.3 99.0 99.00
2019 03 27 22 50 143  5.5  6.3  0.64  5.00  4.30  40 1032.5   2.1   4.4  -6.9 99.0 99.00
2019 03 27 23 50 139  7.6  8.6  0.64  5.26  3.98  46 1032.3   2.2   4.4  -5.3 99.0 99.00
2019 03 28 00 50 156  8.5  9.9  0.64  6.25  3.68  50 1032.7   2.5   4.3  -4.0 99.0 99.00
2019 03 28 01 50 174  8.1  9.6  0.74  3.13  3.53 148 1033.0   2.4   4.3  -3.3 99.0 99.00
2019 03 28 02 50 175  7.7  9.0  0.72  3.57  3.70 144 1033.2   2.1   4.3  -3.1 99.0 99.00
2019 03 28 03 50 183  7.1  8.3  0.71  5.26  3.77  63 1033.1   2.0   4.3  -3.2 99.0 99.00
2019 03 28 04 50 184  6.6  7.8  0.68  6.25  3.88  64 1032.8   1.9   4.2  -3.4 99.0 99.00
2019 03 28 05 50 183  6.9  8.0  0.68  5.88  4.05  66 1032.2   1.9   4.2  -3.4 99.0 99.00
2019 03 28 06 50 197  6.0  7.1  0.65  5.88  4.23  64 1032.0   1.6   4.1  -3.1 99.0 99.00
2019 03 28 07 50 184  5.8  6.7  0.63  5.88  4.26  64 1031.5   1.5   4.1  -2.8 99.0 99.00
2019 03 28 08 50 183  5.7  6.9  0.66  5.56  4.27  53 1031.6   1.4   4.1  -2.6 99.0 99.00
2019 03 28 09 50 191  5.7  6.8  0.60 10.81  4.23  50 1031.7   1.5   4.1  -2.5 99.0 99.00
2019 03 28 10 50 186  5.6  6.4  0.63  9.09  4.39  94 1032.1   1.3   4.1  -2.2 99.0 99.00
2019 03 28 11 50 177  6.0  7.0  0.69  6.25  4.91  80 1032.2   1.8   4.1  -1.8 99.0 99.00
2019 03 28 12 50 172  5.6  6.8  0.65 10.81  4.62  91 1032.1   2.3   4.0  -1.5 99.0 99.00
2019 03 28 13 50 183  6.7  8.3  0.66 10.81  4.69  78 1031.5   3.3   4.0  -1.0 99.0 99.00
2019 03 28 14 50 167  5.2  6.0  0.74 10.81  4.61  81 1031.0   4.2   4.0  -0.8 99.0 99.00
2019 03 28 16 50 137  5.8  7.0  0.76 11.43  4.28  55 1028.2   4.9   4.2   1.3 99.0 99.00
2019 03 28 17 50 170  6.3  7.9  0.79 10.81  4.38  86 1026.6   6.4   4.3   0.5 99.0 99.00
2019 03 28 18 50 189  8.3 10.0  0.86 11.43  3.93  90 1025.6   7.3   4.4  -1.2 99.0 99.00
2019 03 28 19 50 192  9.8 11.4  0.99 11.43  3.90  58 1024.5   7.7   4.4  -2.5 99.0 99.00
2019 03 28 20 50 188 10.6 12.4  1.01  3.45  3.88 173 1023.7   7.6   4.4  -0.9 99.0 99.00
2019 03 28 21 50 186  7.7  9.5  1.11 11.43  4.32  74 1023.7   6.6   4.4   1.4 99.0 99.00
2019 03 28 22 50 192  9.7 11.8  1.09 11.43  4.32  62 1023.8   6.6   4.4   2.2 99.0 99.00
2019 03 28 23 50 179  8.7 10.3  1.08 10.81  4.29  64 1023.7   5.8   4.4   3.1 99.0 99.00
2019 03 29 00 50 162  6.9  8.3  1.12 10.00  4.52  77 1023.8   5.2   4.3   3.3 99.0 99.00
2019 03 29 01 50 178  6.5  8.0  1.04  9.09  4.56  77 1023.7   5.2   4.3   3.5 99.0 99.00
2019 03 29 02 50 193  7.3  8.8  1.05  9.09  4.81  81 1023.7   5.5   4.3   3.5 99.0 99.00
2019 03 29 03 50 189  7.5  9.9  1.00 10.00  4.86  75 1023.2   5.5   4.3   3.4 99.0 99.00
2019 03 29 04 50 185  6.7  7.6  1.04  9.09  4.93  75 1022.3   5.6   4.3   2.9 99.0 99.00
2019 03 29 05 50 206  6.8  8.5  1.06 10.00  4.96 102 1021.9   6.0   4.3   1.8 99.0 99.00
2019 03 29 06 50 196  5.3  6.1  1.03  8.33  4.68  75 1021.1   6.0   4.3   2.7 99.0 99.00
2019 03 29 07 50 177  4.4  4.9  1.05  9.09  4.75  68 1020.4   6.0   4.3   3.0 99.0 99.00
2019 03 29 08 50 177  5.0  6.0  0.95  7.14  4.81  79 1019.8   6.2   4.3   3.5 99.0 99.00
2019 03 29 09 50 177  3.4  4.2  0.91  9.09  4.97  80 1019.8   5.9   4.3   3.8 99.0 99.00
2019 03 29 10 50 180  5.1  6.0  0.91 10.81  5.03  86 1019.2   6.4   4.4   3.7 99.0 99.00
2019 03 29 11 50 175  5.9  6.7  0.85 10.00  5.07  65 1019.2   6.2   4.5   4.0 99.0 99.00
2019 03 29 12 50 163  5.1  6.5  0.88 10.00  5.30  73 1018.8   6.5   4.5   3.9 99.0 99.00
2019 03 29 13 50 182  4.1  5.2  0.81  8.33  4.84  79 1018.1   7.3   4.5   4.0 99.0 99.00
2019 03 29 14 50 218  5.1  6.0  0.89 10.00  4.44  74 1018.0   7.8   4.5   4.3 99.0 99.00
2019 03 29 15 50 208  5.4  6.2  0.85 10.00  5.09  70 1017.8   8.2   4.5   4.7 99.0 99.00
2019 03 29 16 50 193  4.1  4.7  0.88  9.09  5.29  58 1017.6   7.8   4.6   4.8 99.0 99.00
2019 03 29 17 50 192  4.6  5.6  0.88 10.00  5.65  75 1017.2   8.2   4.6   4.7 99.0 99.00
2019 03 29 18 50 234  3.7  4.2  0.92  9.09  5.88  92 1017.4   7.5   4.7   5.1 99.0 99.00
2019 03 29 19 50 201  3.3  3.8  0.91 10.00  5.98  65 1017.2   7.2   4.7   5.4 99.0 99.00
2019 03 29 20 50 187  3.3  3.8  0.79  8.33  5.79  83 1017.0   8.4   4.7   6.7 99.0 99.00
2019 03 29 21 50 162  1.5  1.8  0.79  8.33  5.96  91 1017.1   6.7   4.8   5.9 99.0 99.00
2019 03 29 22 50 151  2.8  3.3  0.76  9.09  5.88  83 1017.0   6.4   4.8   5.5 99.0 99.00
2019 03 29 23 50 257  2.4  2.8  0.71 10.81  6.05  89 1018.0   5.8   4.6   5.2 99.0 99.00
2019 03 30 00 50 225  2.4  2.8  0.70 10.81  6.41 124 1019.0   7.7   4.6   7.0 99.0 99.00
2019 03 30 01 50 192  3.7  4.1  0.62  9.09  6.31  85 1019.3   7.2   4.6   6.2 99.0 99.00
2019 03 30 02 50 191  3.0  3.5  0.69  9.09  6.87  99 1019.9   6.8   4.6   5.7 99.0 99.00
2019 03 30 03 50 204  1.4  1.7  0.73 10.00  7.24  73 1019.9   7.3   4.6   6.3 99.0 99.00
2019 03 30 04 50 217  1.7  2.2  0.66 10.00  7.27  80 1020.6   7.0   4.5   6.4 99.0 99.00
2019 03 30 05 50 285  1.7  2.1  0.66 10.00  7.35  76 1020.7   6.6   4.5   6.3 99.0 99.00
2019 03 30 06 50 288  1.6  1.9  0.63  9.09  7.30  89 1020.5   6.7   4.5   6.5 99.0 99.00
2019 03 30 07 50  16  3.2  3.5  0.68  9.09  7.47 107 1020.6   5.9   4.5   5.9 99.0 99.00
2019 03 30 08 50  39  3.1  3.4  0.70 10.00  7.55  92 1020.9   5.3   4.5   4.7 99.0 99.00
2019 03 30 09 50  45  3.7  4.3  0.73 10.00  7.51  98 1021.0   5.0   4.5   4.8 99.0 99.00
2019 03 30 10 50  45  2.4  2.8  0.69  9.09  6.97  84 1021.2   4.9   4.5   4.9 99.0 99.00
2019 03 30 11 50  83  1.4  2.4  0.67  9.09  6.71 103 1021.6   4.8   4.5   4.8 99.0 99.00
2019 03 30 12 50 358  1.7  2.3  0.59 10.00  6.30 127 1022.3   4.8   4.5   4.8 99.0 99.00
2019 03 30 13 50  68  2.5  3.2  0.69 10.00  7.01 100 1021.6   5.2   4.6   5.2 99.0 99.00
2019 03 30 14 50  72  2.4  3.3  0.68 10.00  6.92 111 1021.1   5.2   4.8   5.2 99.0 99.00
2019 03 30 15 50  87  3.2  3.6  0.70  9.09  6.92  78 1020.6   5.2   5.1   5.2 99.0 99.00
2019 03 30 16 50  99  5.7  7.1  0.70 10.00  7.31 104 1019.5   6.1   5.1   5.9 99.0 99.00
2019 03 30 17 50 105  5.6  6.6  0.71 10.00  6.77  61 1018.3   6.1   5.0   5.6 99.0 99.00
2019 03 30 18 50 125  8.0  9.1  0.77 10.00  6.29  35 1017.1   8.3   5.0   6.1 99.0 99.00
2019 03 30 19 50 132  6.5  7.9  0.89  9.09  4.59  59 1016.5   8.1   4.9   5.5 99.0 99.00
2019 03 30 20 50 143  7.6  8.5  0.91  9.09  4.73  76 1015.5   9.3   4.9   6.7 99.0 99.00
2019 03 30 21 50 139  8.1  9.3  0.99  8.33  4.39  80 1014.7   9.3   4.9   8.1 99.0 99.00
2019 03 30 22 50 141  6.0  7.4  0.87  8.33  4.22  80 1014.8   8.0   4.8   7.0 99.0 99.00
2019 03 30 23 50 134  6.5  7.7  0.87 10.00  4.16  84 1015.2   8.0   4.8   6.9 99.0 99.00
2019 03 31 00 50 131  7.3  8.6  0.96 10.00  4.40  81 1015.3   7.8   4.8   7.1 99.0 99.00
2019 03 31 01 50 125  7.2  8.5  0.85 10.00  4.21  46 1014.7   8.2   4.8   7.1 99.0 99.00
2019 03 31 02 50 137  6.4  7.4  0.82  9.09  4.60 108 1014.3   8.2   4.8   7.2 99.0 99.00
2019 03 31 03 50 154  8.2  9.0  0.88 10.00  4.61  81 1013.3   8.7   4.8   7.6 99.0 99.00
2019 03 31 04 50 158  8.8  9.7  0.89 11.43  4.43 108 1012.4   8.7   4.8   7.7 99.0 99.00
2019 03 31 05 50 158  6.3  7.0  0.91  9.09  4.35  53 1012.2   8.0   4.7   7.5 99.0 99.00
2019 03 31 06 50 146  6.1  6.8  0.91 10.00  4.57  80 1011.6   7.8   4.7   7.6 99.0 99.00
2019 03 31 07 50 133  7.5  8.5  1.01  4.35  4.77 120 1010.8   8.2   4.8   7.7 99.0 99.00
2019 03 31 08 50 136  7.0  8.2  1.04 10.81  4.69  60 1010.2   7.8   4.7   7.3 99.0 99.00
2019 03 31 09 50 132  8.2  9.7  1.05  9.09  4.43  89 1009.6   8.1   4.7   7.4 99.0 99.00
2019 03 31 10 50 129  7.1  8.1  1.10  4.35  4.51 117 1009.5   7.2   4.6   7.0 99.0 99.00
2019 03 31 11 50 125  7.3  8.0  1.00  5.00  4.37 106 1008.9   7.0   4.6   6.9 99.0 99.00
2019 03 31 12 50 131  8.1  9.2  1.03  4.55  4.31 122 1008.2   7.4   4.6   7.2 99.0 99.00
2019 03 31 13 50 131  7.5  8.3  1.03  4.76  4.26 130 1007.4   7.6   4.7   6.9 99.0 99.00
2019 03 31 14 50 152  9.1 10.7  1.02  4.55  4.25 120 1005.6  10.2   4.7   7.7 99.0 99.00
2019 03 31 15 50 158 10.7 12.3  1.15  4.76  4.16 129 1004.4  11.1   4.8   8.1 99.0 99.00
2019 03 31 16 50 159  9.7 10.9  1.26  4.76  4.26 137 1003.8  10.8   4.8   8.7 99.0 99.00
2019 03 31 17 50 166  9.2 11.3  1.28  5.00  4.36 124 1002.9  10.6   4.8   9.1 99.0 99.00
2019 03 31 18 50 175  7.0  7.9  1.16  4.76  4.40 134 1002.5  10.0   4.8   8.7 99.0 99.00
2019 03 31 19 50 182  6.5  7.2  1.11  5.00  4.44 129 1001.8   9.4   4.9   8.3 99.0 99.00
2019 03 31 20 50 183  6.8  7.8  1.06  5.00  4.71 126 1001.6   9.2   4.9   8.6 99.0 99.00
2019 03 31 21 50 265  7.4  9.8  0.98  5.26  4.77 114 1002.3   7.9   4.8   7.9 99.0 99.00
2019 03 31 22 50 278  9.4 10.9  0.93  4.76  4.68 140 1002.7   7.2   4.8   6.1 99.0 99.00
2019 03 31 23 50 290  8.6  9.9  0.92  5.00  3.96 141 1003.7   6.6   4.8   4.8 99.0 99.00
2019 04 01 00 50 288  5.1  6.3  0.84  9.09  4.09 107 1004.0   5.8   4.8   4.6 99.0 99.00
2019 04 01 01 50 270  8.7 10.2  0.76  8.33  3.91 126 1004.9   5.8   4.7   3.8 99.0 99.00
2019 04 01 02 50 273  9.5 11.3  0.86  8.33  3.91 114 1005.2   5.3   4.7   2.6 99.0 99.00
2019 04 01 03 50 278  8.4  9.7  0.82  3.57  3.81 280 1005.9   5.1   4.7   2.0 99.0 99.00
2019 04 01 04 50 284  8.9 10.7  0.84  3.70  3.76 284 1006.7   5.0   4.7   1.0 99.0 99.00
2019 04 01 05 50 290  9.4 11.2  0.92  3.70  3.63 299 1007.0   4.7   4.6  -0.5 99.0 99.00
2019 04 01 06 50 289 12.9 15.1  0.98  3.85  3.80 289 1007.0   4.3   4.6  -1.6 99.0 99.00
2019 04 01 07 50 277  9.9 11.7  0.99  3.85  3.85 303 1007.9   3.8   4.6  -0.7 99.0 99.00
2019 04 01 08 50 281 10.6 13.1  0.92  3.70  3.86 293 1008.8   3.6   4.6  -1.3 99.0 99.00
2019 04 01 09 50 302  9.9 12.1  0.85  3.57  3.72 305 1010.1   3.3   4.6  -3.1 99.0 99.00
2019 04 01 11 50 298 12.0 14.3  1.08  3.85  3.70 309 1012.3   2.7   4.6  -4.6 99.0 99.00
2019 04 01 12 50 295 11.6 13.7  1.18  4.35  3.85 306 1013.3   2.7   4.6  -4.7 99.0 99.00
2019 04 01 13 50 294 11.3 14.5  1.25  4.35  3.96 317 1014.1   2.9   4.6  -4.3 99.0 99.00
2019 04 01 14 50 288 10.3 12.2  1.14  4.35  3.80 304 1014.9   3.5   4.6  -5.4 99.0 99.00
2019 04 01 15 50 278  9.7 11.7  1.06  4.00  3.68 319 1015.3   4.0   4.6  -5.2 99.0 99.00
2019 04 01 16 50 283 12.6 15.3  1.03  4.17  3.74 303 1015.8   4.5   4.6  -7.2 99.0 99.00
2019 04 01 17 50 299 12.2 14.6  1.16  4.35  3.81 304 1016.3   4.6   4.6  -7.4 99.0 99.00
2019 04 01 18 50 294 11.5 14.1  1.09  4.35  3.80 305 1017.3   4.7   4.6  -7.8 99.0 99.00
2019 04 01 19 50 287  9.8 13.1  1.03  4.35  3.75 306 1018.8   4.6   4.6  -7.3 99.0 99.00
2019 04 01 20 50 310 10.3 12.8  1.16  4.17  3.82 309 1019.8   4.5   4.6  -8.5 99.0 99.00
2019 04 01 21 50 311 10.0 11.8  1.09  4.35  3.84 312 1020.9   4.7   4.6  -9.0 99.0 99.00
2019 04 01 22 50 313  9.0 10.6  0.93  3.85  3.68 323 1022.2   4.7   4.5  -9.4 99.0 99.00
2019 04 01 23 50 313  8.7 10.1  0.85  3.85  3.56 315 1023.9   4.5   4.5  -8.8 99.0 99.00
2019 04 02 00 50 306  7.2  8.9  0.70  3.70  3.46 322 1025.6   4.3   4.5  -8.5 99.0 99.00
2019 04 02 01 50 298  4.9  6.0  0.54  3.23  3.44 315 1026.6   4.1   4.5  -8.8 99.0 99.00
2019 04 02 02 50 308  4.1  4.7  0.39 10.00  3.57  86 1027.4   4.0   4.5  -8.8 99.0 99.00
2019 04 02 03 50 266  4.2  4.8  0.34 10.00  3.93 129 1028.1   4.1   4.5  -7.5 99.0 99.00
2019 04 02 04 50 234  2.9  3.4  0.27  9.09  4.31  96 1028.6   3.9   4.5  -4.6 99.0 99.00
2019 04 02 05 50 278  6.9  8.5  0.26 10.00  4.54   6 1028.8   3.4   4.4  -8.0 99.0 99.00
2019 04 02 06 50 277  6.8  8.1  0.44  2.47  2.94 283 1028.9   2.9   4.4  -6.7 99.0 99.00
2019 04 02 07 50 287  3.9  4.6  0.39  9.09  3.22  92 1029.2   2.7   4.4  -6.4 99.0 99.00
2019 04 02 08 50 278  4.7  5.2  0.34  2.74  3.09 292 1029.6   2.4   4.3  -6.8 99.0 99.00
2019 04 02 09 50 273  1.9  2.4  0.36 10.81  3.35 353 1030.1   2.3   4.3  -7.4 99.0 99.00
2019 04 02 10 50 178  3.3  4.0  0.29 10.81  3.40 129 1030.7   2.5   4.4  -4.1 99.0 99.00
