YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
2019 01 04 03 50 278  5.3  6.3  0.60  7.14  3.58 111 1013.5   3.8   7.0  -3.3 99.0 99.00
2019 01 04 04 50 269  7.2  9.0  0.51  6.67  3.48  79 1013.4   4.1   7.0  -3.0 99.0 99.00
2019 01 04 05 50 276  8.5 10.6  0.58  2.86  3.28 280 1014.1   3.9   7.0  -3.8 99.0 99.00
2019 01 04 06 50 263  6.9  8.5  0.61  3.23  3.34 286 1014.0   3.6   6.9  -4.1 99.0 99.00
2019 01 04 07 50 262  6.7  8.0  0.60  3.13  3.31 286 1014.4   3.7   6.9  -3.9 99.0 99.00
2019 01 04 08 50 242  6.8  8.1  0.53  2.94  3.27 289 1014.0   3.6   6.9  -3.7 99.0 99.00
2019 01 04 09 50 221  6.8  8.3  0.45  2.74  3.33 270 1013.4   3.5   6.9  -3.0 99.0 99.00
2019 01 04 10 50 215  7.6  8.6  0.49  9.09  3.37  57 1013.9   3.3   6.9  -2.6 99.0 99.00
2019 01 04 11 50 207  7.3  9.2  0.58  3.03  3.22 234 1014.0   3.0   6.9  -2.0 99.0 99.00
2019 01 04 12 50 194  7.9  9.5  0.60  2.86  3.24 206 1014.0   3.1   7.0  -2.2 99.0 99.00
2019 01 04 13 50 194  7.7  9.0  0.58  2.94  3.42 192 1014.0   3.1   7.0  -1.9 99.0 99.00
2019 01 04 15 50 202  8.6  9.9  0.55  6.67  3.27  58 1011.7   4.9   7.0  -1.0 99.0 99.00
2019 01 04 16 50 209  8.1 10.2  0.73  3.23  3.22 186 1010.4   5.9   7.0  -0.4 99.0 99.00
2019 01 04 17 50 214  6.5  7.5  0.76  3.57  3.30 176 1010.0   6.2   7.0  -0.5 99.0 99.00
2019 01 04 18 50 225  5.8  7.0  0.61  2.86  3.25 228 1009.6   6.6   7.0  -0.6 99.0 99.00
2019 01 04 19 50 214  6.5  7.5  0.48  8.33  3.42  62 1009.7   7.0   6.9   0.1 99.0 99.00
2019 01 04 20 50 205  5.0  6.2  0.51  8.33  3.32  90 1009.9   7.0   6.9   0.3 99.0 99.00
2019 01 04 21 50 196  4.6  5.3  0.51  8.33  3.61 119 1009.6   6.9   6.8   0.8 99.0 99.00
2019 01 04 22 50 185  6.9  8.2  0.49  7.69  3.82  66 1009.6   6.1   6.8   1.4 99.0 99.00
2019 01 04 23 50 204  8.5 10.3  0.59  6.67  3.66  85 1010.1   5.9   6.9   0.6 99.0 99.00
2019 01 05 00 50 218  5.9  7.5  0.65  7.69  3.62  99 1010.0   5.7   7.0   0.6 99.0 99.00
2019 01 05 01 50 230  6.1  7.0  0.65  3.13  3.56 174 1009.5   5.7   7.0   0.8 99.0 99.00
2019 01 05 02 50 212  6.2  7.2  0.57  3.57  3.52 143 1009.3   5.5   7.0   1.3 99.0 99.00
2019 01 05 03 50 212  7.0  8.2  0.54 10.00  3.41  72 1008.4   5.4   7.0   1.5 99.0 99.00
2019 01 05 04 50 198  5.5  6.5  0.51 10.00  3.52  30 1007.8   5.4   7.0   1.8 99.0 99.00
2019 01 05 05 50 195  6.6  8.0  0.50  9.09  3.77  79 1007.3   5.4   7.0   2.4 99.0 99.00
2019 01 05 06 50 209  5.2  6.4  0.50  9.09  3.73  84 1007.1   5.6   6.9   2.6 99.0 99.00
2019 01 05 07 50 222  3.3  3.9  0.50 10.00  4.35  81 1007.0   5.6   6.9   2.5 99.0 99.00
2019 01 05 08 50 218  4.2  5.6  0.51  8.33  5.15  86 1006.3   5.5   6.8   3.0 99.0 99.00
2019 01 05 09 50 197  1.8  2.5  0.57  9.09  5.67  58 1005.4   5.4   6.7   3.3 99.0 99.00
2019 01 05 10 50 146  2.3  2.9  0.60  9.09  6.01  48 1004.8   5.7   6.7   3.8 99.0 99.00
2019 01 05 11 50 132  1.2  1.7  0.64  9.09  6.00  66 1004.6   5.7   6.7   4.2 99.0 99.00
2019 01 05 12 50 132  3.5  4.2  0.62  9.09  6.05  73 1004.5   6.2   6.8   5.5 99.0 99.00
2019 01 05 13 50 129  2.2  2.8  0.61 10.00  6.33  66 1004.1   6.0   6.8   5.7 99.0 99.00
2019 01 05 14 50 306  0.4  0.6  0.55  9.09  6.82  72 1003.9   6.0   6.8   5.8 99.0 99.00
2019 01 05 15 50  10  2.8  3.1  0.56 10.00  6.67 109 1002.3   5.9   6.8   5.9 99.0 99.00
2019 01 05 16 50  25  6.2  7.4  0.56 10.00  6.89  84 1000.8   5.5   6.9   5.1 99.0 99.00
2019 01 05 17 50  27  7.5  8.8  0.68 10.00  4.57 114  999.2   5.5   6.8   4.2 99.0 99.00
2019 01 05 18 50  29  8.3  9.9  0.77 10.00  4.16  67  998.2   5.7   6.8   4.2 99.0 99.00
2019 01 05 19 50  21  9.6 11.1  0.96 10.00  4.03 108  997.3   5.6   6.8   5.4 99.0 99.00
2019 01 05 20 50  13  9.9 12.1  1.06 10.00  4.26 121  997.5   5.6   6.8   5.6 99.0 99.00
2019 01 05 21 50  11  9.2 11.1  1.27  4.35  4.16  27  997.6   5.5   6.8   5.5 99.0 99.00
2019 01 05 22 50 357 11.5 13.1  1.29  4.55  4.21  29  997.9   4.7   6.8   4.7 99.0 99.00
2019 01 05 23 50 360  8.6  9.9  1.49  4.76  4.46  32  998.9   4.5   6.9   4.5 99.0 99.00
2019 01 06 00 50 349  9.7 11.3  1.39  9.09  4.70 119  999.4   4.5   6.9   4.4 99.0 99.00
2019 01 06 01 50 339 10.5 12.4  1.46  5.56  4.68  41  999.1   4.0   6.8   3.7 99.0 99.00
2019 01 06 02 50 339  9.9 11.6  1.49  4.76  4.68  54  999.0   4.0   6.8   3.4 99.0 99.00
2019 01 06 03 50 337  9.5 11.4  1.41  5.56  4.55  59  999.9   4.1   6.8   2.9 99.0 99.00
2019 01 06 04 50 333  9.2 10.9  1.42  5.56  4.60  50 1000.5   4.1   6.8   2.2 99.0 99.00
2019 01 06 05 50 323  8.5 10.8  1.48  5.56  4.72  66 1001.3   4.3   6.8   1.9 99.0 99.00
2019 01 06 06 50 312  8.9 10.6  1.35  5.88  4.79  61 1002.4   3.9   6.8   1.2 99.0 99.00
2019 01 06 07 50 307 10.3 12.1  1.35  6.25  4.74  76 1003.3   3.9   6.8   0.8 99.0 99.00
2019 01 06 08 50 303  9.1 11.8  1.36  5.88  4.51  68 1003.9   3.9   6.8   0.7 99.0 99.00
2019 01 06 09 50 297  8.2  9.8  1.27  6.25  4.54  72 1004.0   4.0   6.7   0.6 99.0 99.00
2019 01 06 10 50 288  8.5 10.1  1.25  6.25  4.55  72 1004.6   4.0   6.7   0.6 99.0 99.00
2019 01 06 11 50 288  9.0 10.7  1.21  6.25  4.62  78 1005.3   4.1   6.7   0.2 99.0 99.00
2019 01 06 12 50 281  9.2 10.9  1.15  6.25  4.64  76 1005.9   4.1   6.7   0.1 99.0 99.00
2019 01 06 13 50 281  8.5 10.7  1.13  6.67  4.68  85 1006.9   4.3   6.7   0.0 99.0 99.00
2019 01 06 14 50 260  7.6  9.1  1.13  6.25  4.69  75 1007.5   4.2   6.8   0.8 99.0 99.00
2019 01 06 15 50 274  8.6 10.1  1.03  6.25  4.29  82 1007.2   4.6   6.8   0.5 99.0 99.00
2019 01 06 16 50 281  9.2 11.1  1.07  5.88  4.23  64 1006.8   5.3   6.8   0.8 99.0 99.00
2019 01 06 17 50 294  9.0 10.6  0.91  3.23  4.22 293 1006.6   5.8   6.9   0.7 99.0 99.00
2019 01 06 18 50 291  8.9 11.0  0.92  3.57  3.93 300 1007.2   6.2   6.9   0.4 99.0 99.00
2019 01 06 19 50 303 10.7 12.7  1.03  3.70  3.98 313 1008.3   5.9   6.9  -0.9 99.0 99.00
2019 01 06 20 50 307 10.8 12.4  1.08  3.70  3.95 324 1009.5   6.0   6.9  -1.2 99.0 99.00
2019 01 06 21 50 318 13.7 16.8  1.21  4.00  4.02 326 1010.9   4.8   6.8  -2.4 99.0 99.00
2019 01 06 22 50 320 14.4 16.8  1.40  4.35  4.21 335 1013.0   3.0   6.8  -4.9 99.0 99.00
2019 01 06 23 50 326 16.7 19.8  1.83  5.26  4.38 332 1014.7   1.5   6.8  -7.2 99.0 99.00
2019 01 07 00 50 312 15.6 18.7  1.78  4.76  4.43 335 1016.3   0.6   6.9  -7.8 99.0 99.00
2019 01 07 01 50 313 15.2 19.6  1.84  5.00  4.57 340 1017.4  -0.4   6.9  -8.4 99.0 99.00
2019 01 07 02 50 313 14.6 18.3  1.83  5.00  4.49 327 1017.5  -0.9   6.9  -8.3 99.0 99.00
2019 01 07 03 50 310 15.0 18.0  1.70  5.00  4.39 329 1018.8  -1.9   6.9  -9.3 99.0 99.00
2019 01 07 04 50 324 13.3 16.8  1.61  4.55  4.29 334 1019.9  -2.5   6.9  -8.5 99.0 99.00
2019 01 07 05 50 309 15.6 18.8  1.85  5.00  4.42 346 1020.7  -3.3   6.9  -9.3 99.0 99.00
2019 01 07 06 50 314 13.6 16.7  1.72  4.55  4.43 330 1021.8  -3.6   6.9 -10.0 99.0 99.00
2019 01 07 07 50 316 11.6 14.2  1.53  4.76  4.34 329 1022.8  -3.8   6.9 -10.7 99.0 99.00
2019 01 07 08 50 316 13.1 15.3  1.60  4.35  4.29 320 1024.3  -4.5   6.9 -11.3 99.0 99.00
2019 01 07 09 50 319 13.6 16.2  1.61  4.76  4.28 323 1025.1  -5.3   6.9 -12.7 99.0 99.00
2019 01 07 10 50 314 12.9 15.7  1.58  4.35  4.27 335 1025.5  -5.3   6.9 -12.3 99.0 99.00
2019 01 07 11 50 316 11.7 14.5  1.26  4.55  4.09 337 1026.6  -5.7   6.9 -12.9 99.0 99.00
2019 01 07 12 50 315 11.1 13.0  1.40  4.35  4.25 339 1028.3  -5.5   6.9 -12.5 99.0 99.00
2019 01 07 13 50 319 10.3 13.1  1.45  4.55  4.44 328 1029.4  -6.0   6.9 -13.0 99.0 99.00
2019 01 07 14 50 337  8.3 10.8  1.24  4.35  4.27 327 1030.2  -5.5   6.8 -14.5 99.0 99.00
2019 01 07 15 50 331  8.8 11.1  1.15  6.67  4.21  53 1029.5  -4.9   6.7 -14.8 99.0 99.00
2019 01 07 16 50 329  7.3  9.4  1.05  5.88  4.15  39 1028.7  -3.9   6.7 -14.4 99.0 99.00
2019 01 07 17 50 328  5.9  8.2  0.96  6.25  4.06  50 1028.3  -3.2   6.7 -14.4 99.0 99.00
2019 01 07 18 50 319  6.3  8.0  0.98  5.88  4.19  42 1028.8  -2.7   6.7 -16.1 99.0 99.00
2019 01 07 19 50 339  4.4  6.1  0.84  6.67  4.12  66 1029.2  -2.0   6.7 -16.4 99.0 99.00
2019 01 07 20 50 324  4.4  5.8  0.76  6.67  4.12  56 1029.9  -1.9   6.8 -15.8 99.0 99.00
2019 01 07 21 50 326  3.8  4.9  0.76  6.67  4.50  64 1029.9  -1.7   6.8 -16.2 99.0 99.00
2019 01 07 22 50 331  2.8  4.5  0.70  6.67  4.56  58 1029.7  -1.6   6.7 -15.6 99.0 99.00
2019 01 07 23 50 333  2.6  4.5  0.66  5.56  4.73  55 1030.2  -1.6   6.7 -14.9 99.0 99.00
2019 01 08 00 50  45  2.0  3.2  0.65  6.25  4.75  51 1029.1  -1.7   6.7 -14.8 99.0 99.00
2019 01 08 01 50  13  1.2  2.0  0.67  6.67  4.90  49 1029.4  -1.5   6.6 -13.8 99.0 99.00
2019 01 08 02 50  55  0.7  1.6  0.68  5.88  4.84  54 1028.5  -1.4   6.6 -13.1 99.0 99.00
2019 01 08 03 50  84  2.4  4.2  0.66  5.88  4.88  44 1027.4  -0.9   6.7 -10.8 99.0 99.00
2019 01 08 04 50  98  1.8  3.1  0.65  5.56  4.85  50 1027.1  -0.5   6.7  -9.5 99.0 99.00
2019 01 08 05 50 109  2.0  3.0  0.64  6.25  4.95  52 1027.1   0.2   6.8  -9.1 99.0 99.00
2019 01 08 06 50 219  3.9  5.0  0.63  6.25  5.23  40 1027.5   0.0   6.7  -7.7 99.0 99.00
2019 01 08 07 50 210  3.7  5.2  0.62  6.25  4.99  48 1027.3  -0.2   6.7  -8.2 99.0 99.00
2019 01 08 08 50 155  4.2  5.3  0.53  6.25  5.09  41 1025.0  -0.2   6.7  -7.8 99.0 99.00
2019 01 08 09 50 153  7.7  9.2  0.55  7.69  4.93  29 1023.7   0.4   6.6  -5.8 99.0 99.00
2019 01 08 11 50 147  8.5 10.4  0.81  3.45  3.72 154 1022.3   1.5   6.7  -1.7 99.0 99.00
2019 01 08 12 50 145  9.6 11.8  0.90  3.85  3.66 143 1021.1   2.6   6.7  -0.6 99.0 99.00
2019 01 08 13 50 151 10.9 13.3  1.04  4.17  3.94 128 1020.1   3.2   6.8   0.2 99.0 99.00
2019 01 08 14 50 155 10.3 11.9  1.07  4.55  3.88 125 1019.4   3.6   6.7   1.5 99.0 99.00
2019 01 08 15 50 157  9.9 12.2  1.14  4.76  4.05 137 1017.8   4.2   6.7   2.8 99.0 99.00
2019 01 08 16 50 156  9.6 11.5  1.09  4.76  4.01 132 1016.1   4.4   6.7   4.1 99.0 99.00
2019 01 08 17 50 154  7.0  8.4  1.08  5.00  4.13 128 1014.8   4.8   6.7   4.7 99.0 99.00
2019 01 08 18 50 147  7.2  8.3  0.89  4.76  3.93 137 1013.0   5.2   6.7   5.1 99.0 99.00
2019 01 08 19 50 145  8.9 10.8  0.91  4.17  3.87 129 1011.7   5.7   6.7   5.6 99.0 99.00
2019 01 08 20 50 147  7.2  9.0  0.85  5.00  3.86 124 1011.0   5.8   6.7   5.8 99.0 99.00
2019 01 08 21 50 140  6.0  6.9  0.86  4.35  4.24 134 1009.7   6.0   6.7   6.0 99.0 99.00
2019 01 08 22 50 135  6.3  7.5  0.83  4.76  4.16 121 1008.3   6.3   6.7   6.3 99.0 99.00
2019 01 08 23 50 137  3.5  4.1  0.82  4.35  4.06 120 1007.5   6.4   6.7   6.4 99.0 99.00
2019 01 09 00 50 142  1.5  2.3  0.76  5.88  4.39  95 1006.4   6.3   6.7   6.3 99.0 99.00
2019 01 09 01 50 155  1.2  1.8  0.75  6.25  4.42  88 1004.9   6.1   6.7   6.1 99.0 99.00
2019 01 09 02 50 240  4.8  5.7  0.70  6.67  4.62  86 1004.1   5.6   6.8   5.6 99.0 99.00
2019 01 09 03 50 337  1.7  2.8  0.66  6.25  4.45 111 1002.1   3.9   6.8   3.9 99.0 99.00
2019 01 09 04 50 327  1.7  2.4  0.71  5.88  4.42  97 1000.8   3.9   6.7   3.9 99.0 99.00
2019 01 09 05 50 292  2.6  3.6  0.69  6.25  4.37 113  999.9   4.0   6.7   4.0 99.0 99.00
2019 01 09 06 50 327  4.5  5.4  0.64  5.56  4.72 112  998.9   3.2   6.7   3.2 99.0 99.00
2019 01 09 07 50  14  3.3  3.8  0.64  5.88  4.70 105  997.5   3.4   6.7   3.4 99.0 99.00
2019 01 09 08 50 270  2.3  2.9  0.73  6.67  5.23 101  997.5   3.7   6.7   3.7 99.0 99.00
2019 01 09 09 50  54  3.6  4.7  0.74  6.25  5.65  91  994.2   4.0   6.7   4.0 99.0 99.00
2019 01 09 10 50 175  2.1  3.1  0.96  6.67  6.15  86  994.0   4.3   6.7   4.3 99.0 99.00
2019 01 09 11 50 185  3.3  4.9  0.96  7.14  6.29  83  993.0   4.0   6.7   4.0 99.0 99.00
2019 01 09 12 50 217  9.6 11.5  1.01  7.14  5.91  93  991.9   5.4   6.6   5.3 99.0 99.00
2019 01 09 13 50 236 11.4 13.9  1.08  8.33  4.87  93  991.4   5.9   6.7   3.6 99.0 99.00
2019 01 09 14 50 244 11.5 15.1  1.16  6.67  4.18  98  991.0   5.9   6.7   2.9 99.0 99.00
2019 01 09 15 50 247 11.2 13.5  1.18  4.17  4.09 263  990.4   5.7   6.7   2.7 99.0 99.00
2019 01 09 16 50 262 11.9 14.4  1.22  4.17  4.04 278  989.6   6.1   6.7   2.4 99.0 99.00
2019 01 09 17 50 266 12.6 15.2  1.25  4.35  4.08 291  989.4   6.5   6.7   1.8 99.0 99.00
2019 01 09 18 50 265 13.2 16.9  1.39  4.55  4.07 294  990.3   5.5   6.8   2.5 99.0 99.00
2019 01 09 19 50 282 13.0 15.7  1.25  4.17  4.08 287  991.2   5.9   6.8   1.8 99.0 99.00
2019 01 09 20 50 275 13.0 17.1  1.29  4.17  4.00 288  991.8   6.4   6.8   0.9 99.0 99.00
2019 01 09 21 50 280 12.6 15.7  1.36  4.55  4.12 296  992.6   6.2   6.8   0.4 99.0 99.00
2019 01 09 22 50 268 12.2 14.8  1.14  4.35  4.01 293  993.7   5.8   6.8   0.4 99.0 99.00
2019 01 09 23 50 262 12.6 15.9  1.09  4.00  3.79 286  994.6   5.1   6.8  -0.1 99.0 99.00
2019 01 10 00 50 252 12.3 15.4  1.11  4.35  3.97 283  994.9   4.6   6.8  -1.0 99.0 99.00
2019 01 10 01 50 263 13.3 16.6  1.18  4.17  3.99 286  994.8   4.0   6.8  -2.0 99.0 99.00
2019 01 10 02 50 264 12.3 15.6  1.28  4.55  4.16 285  994.7   3.7   6.8  -2.1 99.0 99.00
2019 01 10 03 50 266 12.7 16.2  1.29  4.76  4.10 282  994.5   3.2   6.7  -2.9 99.0 99.00
2019 01 10 04 50 266 11.5 14.1  1.07  4.17  3.88 289  994.6   2.9   6.7  -2.9 99.0 99.00
2019 01 10 05 50 262 11.6 13.9  0.94  4.00  3.75 276  994.8   2.9   6.7  -3.4 99.0 99.00
2019 01 10 06 50 262 11.7 14.4  1.00  4.00  3.82 280  994.8   2.7   6.7  -3.7 99.0 99.00
2019 01 10 07 50 260 10.2 13.6  1.02  4.17  3.76 280  995.2   2.5   6.7  -3.7 99.0 99.00
2019 01 10 08 50 257 11.1 13.5  0.93  4.00  3.79 280  994.9   2.4   6.7  -3.5 99.0 99.00
2019 01 10 09 50 258 11.0 13.2  0.92  3.85  3.73 279  994.9   2.5   6.7  -3.2 99.0 99.00
2019 01 10 10 50 273 10.0 12.5  0.88  3.85  3.64 279  995.5   2.4   6.7  -3.3 99.0 99.00
2019 01 10 11 50 288 10.7 13.2  0.95  3.85  3.70 295  995.8   2.0   6.7  -2.9 99.0 99.00
2019 01 10 12 50 298 10.5 12.8  0.92  3.85  3.71 290  996.3   1.6   6.7  -2.6 99.0 99.00
2019 01 10 13 50 301 11.7 15.6  0.94  4.00  3.74 302  997.0   1.8   6.7  -3.9 99.0 99.00
2019 01 10 14 50 300 11.2 14.0  1.03  4.00  3.79 300  997.7   1.4   6.7  -3.5 99.0 99.00
2019 01 10 15 50 304 12.0 15.5  1.20  4.35  3.99 331  997.6   1.4   6.7  -4.1 99.0 99.00
2019 01 10 16 50 315 13.3 15.7  1.16  4.35  3.93 316  997.1   1.5   6.7  -5.1 99.0 99.00
2019 01 10 17 50 308 12.5 14.9  1.32  4.35  3.99 327  997.6   1.4   6.7  -4.0 99.0 99.00
2019 01 10 18 50 301 11.0 13.9  1.29  4.76  4.05 320  998.4   0.6   6.7  -3.4 99.0 99.00
2019 01 10 19 50 307 12.1 15.4  1.23  4.17  3.86 319  999.4   1.1   6.7  -5.7 99.0 99.00
2019 01 10 20 50 306 12.6 15.7  1.35  4.55  3.98 324 1000.3   1.1   6.7  -6.2 99.0 99.00
2019 01 10 21 50 314 10.0 12.1  1.30  4.55  4.13 336 1001.8   0.7   6.7  -6.7 99.0 99.00
2019 01 10 22 50 310 11.9 15.2  1.17  4.55  3.85 342 1002.7   0.5   6.7  -6.6 99.0 99.00
